id,label
1,0.009896295284675267
2,0.08874682874535608
3,0.12172178582048698
4,0.09903165880233826
5,0.01049983482863006
6,0.8442402799876416
7,0.009679203744295846
8,0.01087198653840262
9,0.057946424708683636
10,0.010160320593910557
11,0.0644397947464663
12,0.438807960263729
13,0.05577805183195335
14,0.07490012698191914
15,0.21274058741811852
16,0.6158604149567468
17,0.10623776465182695
18,0.010631698778299514
19,0.010226545265561451
20,0.06815799889511191
21,0.06614283063814443
22,0.3610492017355445
23,0.25579537045946954
24,0.012007681548358793
25,0.022287574904236503
26,0.07117419022523494
27,0.27045502180207814
28,0.7264975519064651
29,0.24826506273788795
30,0.016461472384818987
31,0.04002423962695792
32,0.13181167540038485
33,0.03520363416105096
34,0.06679395458113407
35,0.010952290170891218
36,0.0644397947464663
37,0.06256701985742148
38,0.020492065927275455
39,0.01347888595720098
40,0.018946812615719223
41,0.19188159381251693
42,0.10938668105319262
43,0.15920391254689287
44,0.044448212338679856
45,0.011680339870596843
46,0.027160467486883912
47,0.00996865267455042
48,0.017118038796970894
49,0.009518630654430866
50,0.022267985388913322
51,0.010547952064819701
52,0.883918504561507
53,0.7240103021775379
54,0.010816061869737173
55,0.0644397947464663
56,0.010040416982131452
57,0.8016858520422125
58,0.9353089127636945
59,0.3022112939577843
60,0.06888385174978377
61,0.062421840187871565
62,0.0644397947464663
63,0.01352243961847577
64,0.010104037491946286
65,0.0644397947464663
66,0.010583039229876554
67,0.15623773103959065
68,0.7750389240851768
69,0.010214818461471233
70,0.03140683180457417
71,0.01101184626024995
72,0.0644397947464663
73,0.01205555733574868
74,0.0644397947464663
75,0.040132357332915106
76,0.030284899726676383
77,0.0708570271139498
78,0.019914401920587826
79,0.8591395726704467
80,0.07249118580134707
81,0.24910718591407865
82,0.12394372035943257
83,0.016351292375092606
84,0.013297097310502402
85,0.012212704882454746
86,0.07192699702121373
87,0.5033172454157264
88,0.01055911767644013
89,0.012015321358908516
90,0.044338759654915696
91,0.0644397947464663
92,0.010651694244205551
93,0.06754482678943581
94,0.12237947170248649
95,0.022586823676516155
96,0.33392093327604155
97,0.08227398845667924
98,0.04638715093421894
99,0.0991957839132892
100,0.01005735386839425
101,0.8784002951948626
102,0.008986303112079076
103,0.010376749769349547
104,0.01273706396151475
105,0.20831505036445083
106,0.3721309382083148
107,0.07559677419765022
108,0.29756486510479296
109,0.35994486657572183
110,0.013428864711586597
111,0.008524494420701897
